127.0.0.1 - - [26/Dec/2015:13:55:34 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:11 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:11 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:11 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:11 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/membership.action HTTP/1.1" 200 16814
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:09:12 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:17:24 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:45 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:45 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:45 +0900] "GET /Air/css/webfont/NanumGothic-Regular.eot? HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:45 +0900] "GET /Air/css/webfont/NanumGothic-Bold.eot? HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:46 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:48 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:51 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:52 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:28:54 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:15 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:16 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:18 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:47 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:29:56 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:38 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:41 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:42 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:42 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:42 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:43 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:44 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:45 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:46 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:47 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:48 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:49 +0900] "GET /content/dam/happybath/images/common/header-gnb-active.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/index.jsp HTTP/1.1" 200 3761
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/webfont/NanumGothic-Regular.woff HTTP/1.1" 404 1031
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/if_main.jsp HTTP/1.1" 200 10781
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /content/dam/happybath/images/common/bg-header-side-li.png HTTP/1.1" 404 1065
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/webfont/NanumGothic-Bold.woff HTTP/1.1" 404 1025
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/webfont/NanumGothic-Regular.ttf HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/webfont/NanumGothic-Bold.ttf HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [26/Dec/2015:14:40:55 +0900] "GET /Air/css/netdna.bootstrapcdn.com/twitter-bootstrap/2.3.2/css/bootstrap-combined.no-icons.min.css HTTP/1.1" 404 1141
